timestamp, index, memory.used [MiB], utilization.gpu [%], clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/11 16:03:54.356, 1, 4, 0, 210, 405, 19.23, 34, 0x0000000000000001
2026/09/11 16:03:54.356, 2, 1, 0, 210, 405, 21.56, 31, 0x0000000000000001
2026/09/11 16:03:54.356, 3, 1, 0, 210, 405, 22.30, 32, 0x0000000000000001
2026/09/11 16:03:54.356, 4, 1, 0, 210, 405, 24.01, 32, 0x0000000000000001
2026/09/11 16:03:54.356, 5, 1, 0, 210, 405, 21.74, 30, 0x0000000000000001
2026/09/11 16:03:54.856, 0, 1, 0, 210, 405, 22.26, 30, 0x0000000000000001
2026/09/11 16:03:54.857, 1, 4, 0, 210, 405, 19.23, 34, 0x0000000000000001
2026/09/11 16:03:54.857, 2, 1, 0, 210, 405, 21.40, 31, 0x0000000000000001
2026/09/11 16:03:54.857, 3, 1, 0, 210, 405, 22.33, 32, 0x0000000000000001
2026/09/11 16:03:54.857, 4, 1, 0, 210, 405, 24.06, 32, 0x0000000000000001
2026/09/11 16:03:54.857, 5, 1, 0, 210, 405, 21.84, 31, 0x0000000000000001
2026/09/11 16:03:55.358, 0, 1, 0, 210, 405, 22.39, 30, 0x0000000000000001
2026/09/11 16:03:55.358, 1, 4, 0, 210, 405, 19.18, 34, 0x0000000000000001
2026/09/11 16:03:55.358, 2, 1, 0, 210, 405, 21.40, 31, 0x0000000000000001
2026/09/11 16:03:55.359, 3, 1, 0, 210, 405, 22.33, 32, 0x0000000000000001
2026/09/11 16:03:55.359, 4, 1, 0, 210, 405, 24.06, 32, 0x0000000000000001
2026/09/11 16:03:55.359, 5, 1, 0, 210, 405, 21.84, 31, 0x0000000000000001
2026/09/11 16:03:55.859, 0, 1, 0, 210, 405, 22.39, 30, 0x0000000000000001
2026/09/11 16:03:55.860, 1, 4, 0, 210, 405, 19.18, 34, 0x0000000000000001
2026/09/11 16:03:55.860, 2, 1, 0, 210, 405, 21.36, 31, 0x0000000000000001
2026/09/11 16:03:55.860, 3, 1, 0, 210, 405, 22.18, 32, 0x0000000000000001
2026/09/11 16:03:55.860, 4, 1, 0, 210, 405, 23.89, 32, 0x0000000000000001
2026/09/11 16:03:55.860, 5, 1, 0, 210, 405, 21.77, 31, 0x0000000000000001
2026/09/11 16:03:56.361, 0, 1, 0, 210, 405, 22.26, 30, 0x0000000000000001
2026/09/11 16:03:56.361, 1, 4, 0, 210, 405, 19.19, 34, 0x0000000000000001
2026/09/11 16:03:56.361, 2, 1, 0, 210, 405, 21.36, 31, 0x0000000000000001
2026/09/11 16:03:56.362, 3, 1, 0, 210, 405, 22.18, 32, 0x0000000000000001
2026/09/11 16:03:56.362, 4, 1, 0, 210, 405, 23.89, 32, 0x0000000000000001
2026/09/11 16:03:56.362, 5, 1, 0, 210, 405, 21.77, 31, 0x0000000000000001
2026/09/11 16:03:56.862, 0, 1, 0, 210, 405, 22.26, 29, 0x0000000000000001
2026/09/11 16:03:56.863, 1, 4, 0, 210, 405, 19.19, 34, 0x0000000000000001
2026/09/11 16:03:56.863, 2, 1, 0, 210, 405, 21.42, 31, 0x0000000000000001
2026/09/11 16:03:56.863, 3, 1, 0, 210, 405, 22.22, 32, 0x0000000000000001
2026/09/11 16:03:56.863, 4, 1, 0, 210, 405, 24.02, 32, 0x0000000000000001
2026/09/11 16:03:56.863, 5, 1, 0, 210, 405, 21.77, 30, 0x0000000000000001
2026/09/11 16:03:57.364, 0, 1, 0, 210, 405, 22.18, 29, 0x0000000000000001
2026/09/11 16:03:57.364, 1, 4, 0, 210, 405, 19.28, 34, 0x0000000000000001
2026/09/11 16:03:57.364, 2, 1, 0, 210, 405, 21.42, 31, 0x0000000000000001
2026/09/11 16:03:57.364, 3, 1, 0, 210, 405, 22.22, 32, 0x0000000000000001
2026/09/11 16:03:57.364, 4, 1, 0, 210, 405, 24.02, 32, 0x0000000000000001
2026/09/11 16:03:57.364, 5, 1, 0, 210, 405, 21.77, 30, 0x0000000000000001
2026/09/11 16:03:57.865, 0, 1, 0, 210, 405, 22.18, 29, 0x0000000000000001
2026/09/11 16:03:57.865, 1, 4, 0, 210, 405, 19.28, 34, 0x0000000000000001
2026/09/11 16:03:57.865, 2, 1, 0, 210, 405, 21.39, 31, 0x0000000000000001
2026/09/11 16:03:57.865, 3, 1, 0, 210, 405, 22.37, 32, 0x0000000000000001
2026/09/11 16:03:57.866, 4, 1, 0, 210, 405, 24.24, 32, 0x0000000000000001
2026/09/11 16:03:57.866, 5, 1, 0, 210, 405, 21.89, 30, 0x0000000000000001
2026/09/11 16:03:58.366, 0, 1, 0, 210, 405, 22.30, 29, 0x0000000000000001
2026/09/11 16:03:58.367, 1, 4, 0, 210, 405, 19.15, 34, 0x0000000000000001
2026/09/11 16:03:58.368, 2, 1, 0, 210, 405, 21.39, 31, 0x0000000000000001
2026/09/11 16:03:58.368, 3, 1, 0, 210, 405, 22.37, 32, 0x0000000000000001
2026/09/11 16:03:58.368, 4, 1, 0, 210, 405, 24.24, 32, 0x0000000000000001
2026/09/11 16:03:58.368, 5, 1, 0, 210, 405, 21.89, 30, 0x0000000000000001
2026/09/11 16:03:58.868, 0, 1, 0, 210, 405, 22.30, 29, 0x0000000000000001
2026/09/11 16:03:58.869, 1, 4, 0, 210, 405, 19.15, 34, 0x0000000000000001
2026/09/11 16:03:58.869, 2, 1, 0, 210, 405, 21.45, 31, 0x0000000000000001
2026/09/11 16:03:58.869, 3, 1, 0, 210, 405, 22.28, 32, 0x0000000000000001
2026/09/11 16:03:58.869, 4, 1, 0, 210, 405, 23.99, 32, 0x0000000000000001
2026/09/11 16:03:58.870, 5, 1, 0, 210, 405, 21.83, 30, 0x0000000000000001
2026/09/11 16:03:59.370, 0, 1, 0, 210, 405, 22.24, 29, 0x0000000000000001
2026/09/11 16:03:59.370, 1, 4, 0, 210, 405, 19.18, 33, 0x0000000000000001
2026/09/11 16:03:59.370, 2, 1, 0, 210, 405, 21.45, 31, 0x0000000000000001
2026/09/11 16:03:59.371, 3, 1, 0, 210, 405, 22.28, 32, 0x0000000000000001
2026/09/11 16:03:59.371, 4, 1, 0, 210, 405, 23.99, 32, 0x0000000000000001
2026/09/11 16:03:59.371, 5, 1, 0, 210, 405, 21.83, 30, 0x0000000000000001
2026/09/11 16:03:59.871, 0, 1, 0, 210, 405, 22.24, 29, 0x0000000000000001
2026/09/11 16:03:59.872, 1, 4, 0, 210, 405, 19.18, 33, 0x0000000000000001
2026/09/11 16:03:59.872, 2, 1, 0, 210, 405, 21.54, 31, 0x0000000000000001
2026/09/11 16:03:59.872, 3, 1, 0, 210, 405, 22.32, 32, 0x0000000000000001
2026/09/11 16:03:59.872, 4, 1, 0, 210, 405, 24.04, 32, 0x0000000000000001
2026/09/11 16:03:59.872, 5, 1, 0, 210, 405, 21.88, 30, 0x0000000000000001
